cbsa,cbsa_name,Total Job Loss Index,"Agriculture, Forestry, Fishing, and Hunting","Mining, Quarrying, and Oil and Gas Extractions",Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing,Information,Finance and Insurance,Real Estate and Rental and Leasing,"Professional, Scientific, and Technical Services",Management of Companies and Enterprises,Administrative and Support and Waste Management and Remediation Services,Educational Services,Health Care and Social Assistance,"Arts, Entertainment, and Recreation",Accomodation and Food Services,Other Services,Public Administration,max,tmax
38300,"Pittsburgh, PA",85887,27.200000000000003,200.3,8.4,5615,3092.4,1425.8,12898.1,1724.5,201.8,487.2,758.3,1163.9,107,4792,1997.2,13877.6,3654.8,26273,7382.9,172.1,26273,150
