GEOID,"Agriculture, Forestry, Fishing, and Hunting","Mining, Quarrying, and Oil and Gas Extractions",Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing,Information,Finance and Insurance,Real Estate and Rental and Leasing,"Professional, Scientific, and Technical Services",Management of Companies and Enterprises,Administrative and Support and Waste Management and Remediation Services,Educational Services,Health Care and Social Assistance,"Arts, Entertainment, and Recreation",Accomodation and Food Services,Other Services,Public Administration,Total Job Loss Index
99,55.1,346.7,12.700000000000001,7353.9,4573.4,1893.3,16556.6,2285.2,255.9,603.2,926,1419.4,126.7,5858.8,2589.1,18351.1,4160.8,32527.3,9410.7,256,109598
